20/07/2019 - 03:13:41 AM	Derp(Joining/Connecting) connected from the server
20/07/2019 - 12:55:05 PM	Doof(Weed Grower) entered 'VC_Switch_Seats_2'
20/07/2019 - 12:55:06 PM	Doof(Weed Grower) entered 'VC_Switch_Seats_2'
20/07/2019 - 12:55:08 PM	Doof(Weed Grower) entered 'VC_Switch_Seats_2'
20/07/2019 - 12:55:08 PM	Doof(Weed Grower) entered 'VC_Switch_Seats_3'
20/07/2019 - 12:55:09 PM	Doof(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:56:26 PM	Doof(Weed Grower) entered 'VC_Switch_Seats_2'
20/07/2019 - 12:56:36 PM	Doof(Weed Grower) entered 'VC_Switch_Seats_1'
20/07/2019 - 12:56:39 PM	Doof(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:56:40 PM	Doof(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:56:41 PM	Doof(Weed Grower) entered 'VC_Switch_Seats_1'
20/07/2019 - 12:58:03 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:58:09 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:58:11 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:58:12 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:58:13 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:58:20 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:58:31 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:59:06 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 12:59:16 PM	RICARDO(Weed Grower) said '!motd'
20/07/2019 - 12:59:16 PM	RICARDO(Weed Grower) used ULX command ' motd'
20/07/2019 - 12:59:52 PM	BexGasm(Weed Grower) entered 'VC_Switch_Seats_1'
20/07/2019 - 12:59:52 PM	BexGasm(Weed Grower) entered 'VC_Switch_Seats_1'
20/07/2019 - 01:00:00 PM	BexGasm(Weed Grower) entered 'vc_drivebymode_toggle'
20/07/2019 - 01:01:00 PM	BexGasm(Weed Grower) used 'textscreen'
20/07/2019 - 01:01:25 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
20/07/2019 - 01:01:31 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
20/07/2019 - 01:01:36 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
20/07/2019 - 01:01:46 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:46 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:46 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:46 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:46 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:48 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:57 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:57 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:57 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:57 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:57 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:57 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:58 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:58 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:58 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:58 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:58 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:59 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:59 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:59 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:59 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:59 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:01:59 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:00 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:00 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:00 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:00 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:01 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:01 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:01 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:01 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:01 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:02 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:02 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:02 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:02 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:02 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:02 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:03 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:03 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:03 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:06 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:06 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:35 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
20/07/2019 - 01:02:39 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:39 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:39 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:39 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:39 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:40 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:41 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:41 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:45 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:45 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:45 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:45 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:45 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:45 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:46 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:02:46 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:03 PM	[KILL] Doof(Weed Grower) killed himself
20/07/2019 - 01:03:18 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
20/07/2019 - 01:03:24 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:29 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:32 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
20/07/2019 - 01:03:44 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:44 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:47 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:47 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:47 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:47 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:47 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:48 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:48 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:48 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:50 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:50 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:50 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:03:52 PM	[HURT] Something hurt Big Boi Blumbing(Weed Grower) with 5 damage using Entity [1435][zwf_palette]
20/07/2019 - 01:03:52 PM	[HURT] Something hurt Big Boi Blumbing(Weed Grower) with 5 damage using Entity [1435][zwf_palette]
20/07/2019 - 01:03:56 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:03:57 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:03:58 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:04:06 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:04:06 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
20/07/2019 - 01:04:13 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/Storefront_Template001a_Bars.mdl'
20/07/2019 - 01:04:21 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:04:21 PM	BexGasm(Weed Grower) spawned a 'models/props_building_details/storefront_template001a_bars.mdl'
20/07/2019 - 01:04:27 PM	BexGasm(Weed Grower) used 'fading_door'
20/07/2019 - 01:04:31 PM	BexGasm(Weed Grower) used 'fading_door'
20/07/2019 - 01:05:02 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube075x2x1.mdl'
20/07/2019 - 01:05:05 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube075x2x1.mdl'
20/07/2019 - 01:05:18 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:18 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:18 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:18 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:19 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:25 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:26 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:30 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:33 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:33 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:33 PM	BexGasm(Weed Grower) used ULX command ' noclip'
20/07/2019 - 01:05:37 PM	BexGasm(Weed Grower) used 'precision'
20/07/2019 - 01:05:49 PM	BexGasm(Weed Grower) used ULX command ' noclip'
20/07/2019 - 01:06:30 PM	Big Boi Blumbing(Master Meth Cook) changed his team from 'Weed Grower' to 'Master Meth Cook'
20/07/2019 - 01:07:34 PM	Big Boi Blumbing(Master Meth Cook) bought 'Combiner' for $15000
20/07/2019 - 01:08:06 PM	BexGasm(Weed Grower) said '!unbox'
20/07/2019 - 01:08:17 PM	Big Boi Blumbing(Master Meth Cook) bought 'Frezzer' for $1500
20/07/2019 - 01:08:21 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:08:24 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 40 damage using csgo_m9_marblefade
20/07/2019 - 01:08:25 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:08:27 PM	Big Boi Blumbing(Master Meth Cook) bought 'Transport Crate' for $250
20/07/2019 - 01:08:28 PM	Big Boi Blumbing(Master Meth Cook) bought 'Methylamin' for $750
20/07/2019 - 01:08:29 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:08:31 PM	Big Boi Blumbing(Master Meth Cook) bought 'Methylamin' for $750
20/07/2019 - 01:08:36 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 40 damage using csgo_m9_marblefade
20/07/2019 - 01:08:37 PM	[KILL] BexGasm(Weed Grower) killed Doof(Weed Grower) with 180 damage using csgo_m9_marblefade
20/07/2019 - 01:08:44 PM	[KILL] BexGasm(Weed Grower) killed Doof(Weed Grower) with 180 damage using csgo_m9_marblefade
20/07/2019 - 01:08:52 PM	Big Boi Blumbing(Master Meth Cook) bought 'Methylamin' for $750
20/07/2019 - 01:09:09 PM	Doof(Weed Grower) said '!unbox'
20/07/2019 - 01:09:10 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube025x1x025.mdl'
20/07/2019 - 01:09:11 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube025x3x025.mdl'
20/07/2019 - 01:09:13 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube025x2x025.mdl'
20/07/2019 - 01:09:22 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:09:22 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube075x2x1.mdl'
20/07/2019 - 01:09:26 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:09:26 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube075x2x1.mdl'
20/07/2019 - 01:09:27 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:09:27 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube075x2x1.mdl'
20/07/2019 - 01:09:36 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:37 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:38 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:39 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:40 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:40 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:42 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:42 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:43 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:46 PM	Big Boi Blumbing(Lean Producer) changed his team from 'Master Meth Cook' to 'Lean Producer'
20/07/2019 - 01:09:47 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:50 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:50 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:51 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:51 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 90 damage using csgo_falchion_rustcoat
20/07/2019 - 01:09:51 PM	BexGasm(Weed Grower) used 'material'
20/07/2019 - 01:09:53 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:09:58 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:09:58 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:09:59 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:09:59 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:00 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:02 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 90 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:02 PM	[KILL] BexGasm(Weed Grower) killed Doof(Weed Grower) with 180 damage using csgo_m9_marblefade
20/07/2019 - 01:10:05 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 90 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:05 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:07 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:07 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:09 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:10 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:11 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:12 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 90 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:12 PM	[KILL] BexGasm(Weed Grower) killed Doof(Weed Grower) with 180 damage using csgo_m9_marblefade
20/07/2019 - 01:10:14 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:19 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:21 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:23 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:23 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:24 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:24 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:25 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:25 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 40 damage using csgo_m9_marblefade
20/07/2019 - 01:10:26 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 40 damage using csgo_m9_marblefade
20/07/2019 - 01:10:26 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:29 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 40 damage using csgo_m9_marblefade
20/07/2019 - 01:10:29 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 90 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:30 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 40 damage using csgo_m9_marblefade
20/07/2019 - 01:10:31 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:32 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:32 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 40 damage using csgo_m9_marblefade
20/07/2019 - 01:10:33 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 65 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:33 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:34 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:34 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 65 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:34 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:35 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:35 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:35 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:36 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:36 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 65 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:36 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:37 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 65 damage using csgo_m9_marblefade
20/07/2019 - 01:10:37 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 65 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:38 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 25 damage using csgo_m9_marblefade
20/07/2019 - 01:10:38 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 65 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:39 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 65 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:40 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:40 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:41 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:42 PM	[HURT] BexGasm(Weed Grower) hurt Doof(Weed Grower) with 90 damage using csgo_m9_marblefade
20/07/2019 - 01:10:42 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 25 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:43 PM	Big Boi Blumbing(Lean Producer) bought 'Lean Barrel' for $65000
20/07/2019 - 01:10:46 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 40 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:51 PM	[HURT] Doof(Weed Grower) hurt BexGasm(Weed Grower) with 90 damage using csgo_falchion_rustcoat
20/07/2019 - 01:10:56 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:10:58 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:11:01 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:11:05 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:11:15 PM	Big Boi Blumbing(Lean Producer) bought 'Lean Barrel' for $65000
20/07/2019 - 01:11:38 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:11:41 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:11:45 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:11:48 PM	BexGasm(Weed Grower) used 'keypad_willox'
20/07/2019 - 01:11:50 PM	BexGasm(Weed Grower) said '/p 9339'
20/07/2019 - 01:12:13 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:30 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:12:30 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:36 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:45 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:12:45 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:46 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:12:46 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:46 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:12:46 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:48 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:12:48 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:51 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:12:55 PM	Big Boi Blumbing(Lean Producer) bought 'Small Lean Box' for $2000
20/07/2019 - 01:12:58 PM	Big Boi Blumbing(Lean Producer) bought 'Small Lean Box' for $2000
20/07/2019 - 01:13:00 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:13:00 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:13:00 PM	Big Boi Blumbing(Lean Producer) bought 'Small Lean Box' for $2000
20/07/2019 - 01:13:00 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:13:00 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:13:01 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:13:01 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:13:02 PM	Big Boi Blumbing(Lean Producer) bought 'Small Lean Box' for $2000
20/07/2019 - 01:13:02 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:13:02 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:13:03 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:13:03 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
20/07/2019 - 01:13:04 PM	BexGasm(Weed Grower) used 'stacker_improved'
20/07/2019 - 01:13:04 PM	BexGasm(Weed Grower) spawned a 'models/hunter/blocks/cube2x2x1.mdl'
